Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 222	Expression 151	Expression 154	Expression 271	Expression 544	Expression 568	qValue 222 vs 151	qValue 222 vs 154	qValue 222 vs 271	qValue 222 vs 544	qValue 222 vs 568	qValue 151 vs 154	qValue 151 vs 271	qValue 151 vs 544	qValue 151 vs 568	qValue 154 vs 271	qValue 154 vs 544	qValue 154 vs 568	qValue 271 vs 544	qValue 271 vs 568	qValue 544 vs 568
	3335710	3334631		-	-	PA14_37470	flavin-dependent oxidoreductase	8	6	5	4	5	5	1.0	0.9629633786464353	0.11981195554944937	1.0	0.4857818431966823	1.0	1.0	1.0	0.9834818946007964	1.0	1.0	1.0	1.0	1.0	1.0
	3338374	3335723		-	-	PA14_37490	TonB-dependent receptor	23	21	22	21	18	20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3339314	3338466		-	-	PA14_37510	hypothetical protein	12	10	10	9	10	10	1.0	1.0	0.9724140133493907	1.0	0.9122573483310902	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3339954	3339298		-	-	PA14_37520	hypothetical protein	10	7	5	6	7	8	1.0	0.10375517128825607	0.03201739781431505	0.8544252096213018	0.7581469938917805	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	3340853	3339951		-	-	PA14_37530	hydrolase	8	8	6	7	6	6	1.0	1.0	1.0	1.0	0.7740544865724096	1.0	1.0	1.0	0.8176739132183548	1.0	1.0	1.0	1.0	1.0	1.0
	3341373	3340864		-	-	PA14_37550	ring-hydroxylating dioxygenase small subunit	11	9	8	7	10	7	1.0	1.0	0.21208088808857412	1.0	0.6227143121620539	1.0	1.0	1.0	0.9557472991682663	1.0	1.0	1.0	1.0	1.0	1.0
	3343233	3341401		-	-	PA14_37560	asparagine synthetase, glutamine-hydrolysing	6	7	4	3	6	4	1.0	1.0	0.07117100881545428	1.0	0.28397869182886737	0.9947508772276691	0.018244921798700582	1.0	0.05927491421399512	1.0	1.0	1.0	0.15368756501881095	1.0	0.24395041626013186
	3344595	3343321		-	-	PA14_37570	ring-hydroxylating dioxygenase, large terminal subunit	11	13	12	12	16	13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3345273	3345273	3344797	3344596	-	-	PA14_37580	leucine-responsive regulatory protein	41	39	42	37	45	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3345400	3345406	3346047	3346047	+	kynB	PA14_37590	kynurenine formamidase, KynB	28	43	35	32	36	29	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5612927370633038	1.0	1.0	1.0	1.0	1.0	1.0
3346048	3346051	3347301	3347447	+	-	PA14_37610	kynureninase	38	58	40	41	45	37	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6082762493730464	1.0	1.0	1.0	1.0	1.0	1.0
	3347457	3348863		+	-	PA14_37630	amino acid permease	14	17	13	14	16	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.949735281578949	1.0	1.0	1.0	1.0	1.0	1.0
	3349149	3351023		+	-	PA14_37640	hypothetical protein	8	8	9	10	9	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3351063	3352967		+	-	PA14_37650	hypothetical protein	8	8	9	8	8	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3353906	3353004		-	-	PA14_37660	transcriptional regulator	14	19	20	19	18	15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9383565069834916	1.0	1.0	1.0	1.0	1.0	1.0
3354363	3354363	3354629	3354783	+	-	PA14_37670	hypothetical protein	41	40	65	39	35	43	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	0.7612483159281231	0.9421574357932283	1.0	1.0	1.0
3354806	3354806	3356473	3356865	+	-	PA14_37680	hypothetical protein	17	16	22	16	18	21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3359492	3359460	3356866	3356866	-	-	PA14_37690	sensory box protein	57	48	65	93	58	91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.874275065419901	1.0	1.0	1.0	1.0	1.0	1.0
3361753	3361740	3359632	3359632	-	fusA2	PA14_37710	elongation factor G	116	81	106	153	98	153	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8973364480500106	1.0	1.0	1.0	1.0	1.0	1.0
3361864	3362016	3364658	3364782	+	-	PA14_37730	TonB dependent receptor	27	15	21	31	22	32	1.0	1.0	1.0	1.0	1.0	1.0	0.671719998469517	1.0	0.36218688763230833	1.0	1.0	0.9077942516455048	1.0	1.0	1.0
3364826	3364838	3366562	3366605	+	-	PA14_37745	carbamoyl transferase	204	5	13	135	82	232	0.0	2.4378206596880187E-187	1.0	0.9969390778047605	1.0	0.04988455859199117	0.0	3.8646819288135446E-193	0.0	1.762565758141137E-70	2.7744743499124392E-21	6.282607497477717E-254	1.0	1.0	0.9271780203472878
3366606	3366606	3367769	3367769	+	-	PA14_37760	MFS transporter	115	7	12	71	57	127	3.862069343521563E-279	4.453329574361103E-68	0.9692343887876842	0.9867428338258729	1.0	0.8188286158211632	1.1633746023371304E-90	1.995362937232909E-54	0.0	1.2255359954383545E-21	9.298979611594815E-13	1.0941083950826215E-85	1.0	1.0	0.9954180262038231
3367770	3367771	3368439		+	-	PA14_37770	hydrolase	195	18	27	128	88	205	7.7086426384586E-77	1.86752371940473E-36	1.0	0.6859423480621015	1.0	1.0	2.3678308289664177E-27	4.8304038790093946E-11	9.514492953216106E-86	7.813187367100413E-13	3.289741224720158E-5	5.663490084170467E-41	1.0	1.0	0.8049327515522982
	3368436	3369074	3369095	+	-	PA14_37780	hypothetical protein	110	16	20	76	56	122	2.0367033670672005E-25	1.349517917008068E-19	1.0	0.5896530757287466	1.0	1.0	4.753039174214526E-10	1.648145757103177E-4	2.5689169271409703E-32	7.649945082494772E-8	0.0010322813290311351	3.4286235005109413E-25	1.0	1.0	0.5094106472696156
	3369223	3371043		+	pcoA	PA14_37790	copper resistance protein A	9	7	8	10	7	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3371040	3372095		+	pcoB	PA14_37810	copper resistance protein B	8	4	4	5	6	6	0.037558237115314405	0.07012105736689246	0.14776277144727146	1.0	0.9020778313261165	1.0	1.0	1.0	0.6643355852988639	1.0	1.0	0.8862662635341475	1.0	1.0	1.0
	3373338	3372115		-	-	PA14_37820	hypothetical protein	9	9	10	7	10	7	1.0	1.0	0.9735799912192413	1.0	0.9454576437747024	1.0	1.0	1.0	0.8706338214467026	1.0	1.0	0.9555263621396635	1.0	1.0	1.0
	3374722	3373541		-	-	PA14_37830	pyridoxal-phosphate dependent protein	10	15	10	12	12	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.16614802150754152	1.0	1.0	1.0	1.0	1.0	1.0
	3376478	3374868		-	-	PA14_37840	ABC transporter ATP-binding protein	9	8	10	11	7	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9962017771681277	1.0	1.0	1.0	1.0	1.0	1.0
	3377496	3376480		-	-	PA14_37850	ABC transporter permease	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	0.8341010230995887	1.0	1.0	0.3915047578564716	1.0	1.0	1.0	1.0	1.0	1.0
	3378571	3377498		-	-	PA14_37870	peptide ABC transporter permease	3	2	3	3	2	2	1.0	1.0	1.0	0.5816003526878057	0.12977046986296145	1.0	1.0	1.0	0.8024416849601531	1.0	1.0	0.5114360213058432	1.0	0.6108432491716067	1.0
	3380381	3378573		-	-	PA14_37880	ABC transporter substrate-binding protein	3	3	2	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	1.0	1.0	1.0	1.0	1.0	1.0
	3382925	3380385		-	-	PA14_37900	TonB-dependent receptor	4	5	6	7	4	6	1.0	1.0	0.7787580154017878	1.0	1.0	1.0	1.0	1.0	0.9975357992185026	1.0	1.0	1.0	1.0	1.0	1.0
	3384506	3383604		-	-	PA14_37910	LysR family transcriptional regulator	5	8	5	6	8	4	1.0	1.0	1.0	1.0	0.797245952125896	0.9248177079596074	1.0	1.0	0.019423134860872576	1.0	0.9870846151383029	1.0	1.0	0.9258446074200691	0.10776275973280722
	3384617	3386032		+	-	PA14_37915	major facilitator transporter	9	8	8	5	6	6	1.0	1.0	0.4319707577021362	1.0	0.6913004550905505	1.0	1.0	1.0	0.8475475176918703	1.0	1.0	1.0	1.0	1.0	1.0
	3386926	3386039		-	cynR	PA14_37940	DNA-binding transcriptional regulator CynR	25	27	27	18	20	20	1.0	1.0	0.8909433420043835	1.0	1.0	1.0	0.9205127045767965	1.0	0.7670878717379973	1.0	1.0	1.0	1.0	1.0	1.0
	3387041	3387703		+	cynT	PA14_37950	carbonate dehydratase	10	10	10	11	9	9	1.0	1.0	1.0	1.0	0.9544656260346512	1.0	1.0	1.0	0.9531098971916475	1.0	1.0	1.0	1.0	1.0	1.0
	3387743	3388213		+	cynS	PA14_37965	cyanate hydratase	12	19	11	14	15	15	1.0	1.0	1.0	1.0	1.0	0.5840609639022151	1.0	1.0	0.9076442805703994	1.0	1.0	1.0	1.0	1.0	1.0
	3389204	3388251		-	-	PA14_37980	Fe2+-dicitrate sensor, membrane protein	3	4	2	2	2	2	1.0	1.0	1.0	1.0	0.7346309072303872	1.0	1.0	1.0	0.2543819516450968	1.0	1.0	1.0	1.0	1.0	1.0
	3389707	3389201		-	-	PA14_37990	RNA polymerase sigma factor	1	2	2	2	2	3	1.0	0.9032026404380583	0.49067567871631157	0.6730084250275143	0.20135658925465313	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3390032	3390035	3390499	3390597	+	-	PA14_38000	hypothetical protein	21	13	24	13	11	18	0.43430896673210184	1.0	0.23682403264142607	0.10580932766148143	1.0	0.4978689452387108	1.0	1.0	0.9364704792399183	0.21598034934478763	0.06510943204199583	1.0	1.0	1.0	1.0
3390598	3390598	3392031	3392040	+	-	PA14_38010	hypothetical protein	42	38	39	41	38	37	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3392496	3392089		-	-	PA14_38020	ntibiotic biosynthesis monooxygenase	24	24	28	24	16	19	1.0	1.0	1.0	1.0	0.8134888187786756	1.0	1.0	1.0	0.7380354715679083	1.0	1.0	0.6055275668088163	1.0	1.0	1.0
3392910	3392910	3393899		+	-	PA14_38040	AraC family transcriptional regulator	28	23	22	24	20	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3393900	3394935	3395342	3395400	+	-	PA14_38050	hypothetical protein	20	14	24	20	27	20	0.9580241327702004	1.0	1.0	1.0	1.0	0.8341010230995887	1.0	0.18860588248710752	0.9234151866174373	1.0	1.0	1.0	1.0	1.0	1.0
	3395401	3395661		+	-	PA14_38060	hypothetical protein	21	18	20	18	18	17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3395662	3395836	3397710	3397710	+	-	PA14_38080	hypothetical protein	34	40	35	38	35	33	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9480293952038789	1.0	1.0	1.0	1.0	1.0	1.0
3398775	3398770	3397868	3397815	-	-	PA14_38090	pseudouridylate synthase	36	40	41	34	37	27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5986250574732578	1.0	1.0	0.8489985803820986	1.0	1.0	1.0
3400423	3400120	3398891	3398880	-	-	PA14_38110	serine/threonine transporter SstT	32	36	34	37	38	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5858900364682883	1.0	1.0	1.0	1.0	0.9851907230719148	0.7357350541462871
	3401978	3400608		-	-	PA14_38130	amino acid permease	14	19	15	18	14	13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5405468609544306	1.0	1.0	1.0	1.0	1.0	1.0
3403553	3403511	3402135	3402135	-	-	PA14_38140	glutamine synthetase	50	49	41	51	39	48	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3404017	3404775		+	-	PA14_38160	hypothetical protein	17	13	17	15	13	11	1.0	1.0	1.0	1.0	0.43913635921770944	1.0	1.0	1.0	0.9702670513828373	1.0	1.0	0.6617687698329006	1.0	1.0	1.0
	3404760	3405074	3405198	+	-	PA14_38170	hypothetical protein	19	25	26	25	25	23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
3406659	3406659	3405199	3405199	-	-	PA14_38180	hypothetical protein	9	11	9	11	13	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3407320	3406799		-	-	PA14_38190	hypothetical protein	2	1	1	2	1	0	0.8537307451329974	0.07479856739995949	1.0	1.0	0.022034934819013106	1.0	1.0	1.0	0.8668433941547329	0.10841672919467472	1.0	1.0	1.0	0.02328934355617805	0.9740328319426391
3408055	3408055	3409713	3409720	+	-	PA14_38200	thiamine pyrophosphate protein	34	33	34	40	33	31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3410395	3409721		-	-	PA14_38210	hypothetical protein	27	37	26	83	31	22	1.0	1.0	0.0034133605705065377	1.0	1.0	1.0	0.39461107258747224	1.0	0.22743484977357917	1.503056998401679E-4	1.0	1.0	0.16771972783748518	9.578864509070532E-9	1.0
3411303	3411303	3410395		-	-	PA14_38220	hypothetical protein	24	40	25	110	38	26	0.8317244128595593	1.0	2.3792949109215204E-8	0.9845689925902057	1.0	1.0	0.11543855955438428	1.0	0.5295334921065121	4.216391432285541E-9	1.0	1.0	0.17491858638048174	2.340386478870529E-9	1.0
3412953	3412862	3411438	3411349	-	-	PA14_38250	transcriptional regulator	36	29	31	38	27	31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3413042	3413042	3413296		+	-	PA14_38260	hypothetical protein	85	25	37	57	39	96	1.1674722900747304E-6	0.023728293401548098	0.7572069011972737	0.1399645015692028	1.0	1.0	0.05448431698617211	1.0	7.61122334724641E-9	1.0	1.0	0.002539230698912552	1.0	0.7848921414892941	0.09129760331815649
	3413293	3413550	3413552	+	-	PA14_38270	hypothetical protein	179	74	99	161	110	234	0.08374707633439983	0.6354582857020352	1.0	1.0	1.0	1.0	0.3301103556555685	1.0	0.0014190003888000363	1.0	1.0	0.042054498101513973	1.0	1.0	0.5908841173548022
	3413924	3413625		-	-	PA14_38290	hypothetical protein	18	21	20	23	18	20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3414421	3413948		-	-	PA14_38300	transcriptional regulator	11	8	10	7	7	10	1.0	1.0	0.22377260310462393	0.9732331904053415	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3414554	3414946		+	-	PA14_38310	hypothetical protein	4	3	6	5	4	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5339859150758469	1.0	1.0	1.0	1.0	1.0	1.0
3415046	3415099	3416100	3416154	+	-	PA14_38320	bile acid/Na+ symporter family transporter	68	47	70	38	52	67	1.0	1.0	0.5656592187238705	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	0.7764606236651665	1.0	1.0	1.0	0.8239844837197731	1.0
3417521	3417510	3416155	3416155	-	gor	PA14_38330	glutathione reductase	259	236	250	222	246	263	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3417655	3417655	3418077	3418099	+	-	PA14_38340	ring-cleaving dioxygenase	130	176	185	191	235	224	1.0	1.0	0.8993042982371487	0.678278794103198	0.6543599572820735	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3419145	3419098	3418259	3418259	-	galU	PA14_38350	UTP-glucose-1-phosphate uridylyltransferase	191	144	199	138	151	144	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3420507	3419146		-	-	PA14_38360	nucleotide sugar dehydrogenase	12	12	19	17	15	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3420659	3420659	3420883	3420883	+	-	PA14_38370	hypothetical protein	24	28	31	33	33	34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3421521	3421521	3420889	3420884	-	-	PA14_38380	transcriptional regulator	70	62	71	71	66	61	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3421686	3422876		+	-	PA14_38395	periplasmic multidrug efflux lipoprotein	7	7	7	5	6	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9980904886333976	1.0	1.0	1.0	1.0	1.0	1.0
	3422892	3426029		+	amrB	PA14_38410	multidrug efflux protein	9	10	12	12	10	11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
3427243	3427200	3426271	3426099	-	-	PA14_38420	hypothetical protein	46	43	47	51	51	54	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3427393	3427393	3427797	3427797	+	gnyR	PA14_38430	regulatory gene of gnyRDBHAL cluster, GnyR	232	336	280	229	428	366	1.0	1.0	1.0	0.9969390778047605	0.9579723442440938	1.0	1.0	1.0	0.994974049235199	1.0	1.0	1.0	1.0	1.0	1.0
3427798	3427846	3429009	3429009	+	gnyD	PA14_38440	citronelloyl-CoA dehydrogenase, GnyD	432	689	446	537	637	617	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3429010	3429132	3430739	3430739	+	gnyB	PA14_38460	acyl-CoA carboxyltransferase subunit beta	218	302	213	250	271	269	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3430740	3430753	3431550		+	gnyH	PA14_38470	gamma-carboxygeranoyl-CoA hydratase	156	218	140	153	187	169	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9637931692632062	1.0	1.0	1.0	1.0	1.0	1.0
	3431547	3433514	3433514	+	gnyA	PA14_38480	alpha subunit of geranoyl-CoA carboxylase, GnyA	267	365	247	310	326	320	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3433515	3433535	3434437	3434437	+	gnyL	PA14_38490	hydroxymethylglutaryl-CoA lyase	456	505	419	470	506	497	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3435315	3435308	3434505	3434480	-	-	PA14_38500	IclR family transcriptional regulator	87	103	126	90	125	109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
3435408	3435469	3436767	3436767	+	hmgA	PA14_38510	homogentisate 1,2-dioxygenase	299	308	289	239	313	340	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3436768	3436772	3438070		+	fahA	PA14_38530	fumarylacetoacetase	245	251	168	232	268	304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3438067	3438705	3438729	+	maiA	PA14_38550	maleylacetoacetate isomerase	283	273	201	264	273	320	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	3438790	3440142		+	-	PA14_38560	MFS transporter	16	10	11	12	12	16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.858576578538083	1.0	1.0	1.0	1.0	1.0	1.0
3440271	3440271	3441641		+	-	PA14_38570	transcriptional regulator	18	12	13	12	13	16	1.0	1.0	0.6983628717878791	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3441851	3441918	3443309	3443342	+	-	PA14_38580	hypothetical protein	12	49	35	95	38	53	4.783159556044539E-6	0.015118632661826255	1.5359064042387673E-29	0.0026014023853056247	5.994173565099867E-7	1.0	1.0	1.0	0.9976617625633044	0.06262864538900366	1.0	0.8990390095241015	0.9359348881141515	1.0	1.0
3443343	3443343	3444113	3444234	+	bdhA	PA14_38590	3-hydroxybutyrate dehydrogenase	27	141	90	194	106	117	3.913291279118901E-11	0.001042771213444778	7.501771086517395E-24	1.775587211335771E-5	7.379793925435357E-7	1.0	1.0	1.0	0.9510466044666982	0.6007087173192818	1.0	1.0	1.0	1.0	1.0
3445728	3445728	3444304	3444255	-	-	PA14_38610	hypothetical protein	23	40	31	42	36	42	0.7676743983855852	1.0	0.557498011140102	0.9726277243979901	0.6675132869354875	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3447122	3447122	3445941	3445934	-	atoB	PA14_38630	acetyl-CoA acetyltransferase	250	343	233	320	259	396	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3447931	3447928	3447272	3447123	-	-	PA14_38640	CoA transferase subunit B	184	242	134	168	191	267	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	0.6569088779603665	1.0	1.0	1.0
3448666	3448661	3447963	3447963	-	-	PA14_38660	CoA transferase, subunit A	382	401	273	309	323	436	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3448793	3449713		+	-	PA14_38680	LysR family transcriptional regulator	15	16	16	18	18	19	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3449781	3449781	3451736	3451736	+	-	PA14_38690	acetoacetyl-CoA synthetase	56	49	52	56	44	66	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9531098971916475	1.0	1.0	1.0	1.0	1.0	1.0
3451737	3451794	3452072	3452073	+	ppiC1	PA14_38700	peptidyl-prolyl cis-trans isomerase C1	59	57	63	73	48	55	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3452091	3452091	3452447		+	-	PA14_38710	hypothetical protein	103	107	129	131	112	120	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
	3452444	3453007	3453023	+	-	PA14_38720	hypothetical protein	35	33	37	36	28	36	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
	3453132	3454340		+	-	PA14_38730	major facilitator superfamily transporter	13	10	14	11	8	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3456069	3454285		-	-	PA14_38740	two-component sensor	33	39	27	34	31	35	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
3457301	3457216	3456053		-	-	PA14_38750	iron-containing alcohol dehydrogenase	26	31	24	27	27	27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
3459132	3459128	3457302	3457302	-	-	PA14_38770	peptidase	67	38	55	53	44	53	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9731851648123563	1.0	1.0	1.0	1.0	1.0	1.0
	3460278	3459133	3459133	-	pqqE	PA14_38780	pyrroloquinoline quinone biosynthesis protein PqqE	68	52	54	68	48	60	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	3460528	3460250		-	pqqD	PA14_38790	pyrroloquinoline quinone biosynthesis protein PqqD	43	33	35	40	36	37	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3461286	3461277	3460525		-	pqqC	PA14_38800	pyrroloquinoline quinone biosynthesis protein PqqC	61	43	48	50	45	52	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3462253	3462201	3461287	3461287	-	pqqB	PA14_38820	pyrroloquinoline quinone biosynthesis protein PqqB	37	26	28	29	25	25	1.0	1.0	1.0	1.0	0.7438933065806755	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3462442	3462325	3462254	3462254	-	pqqA	PA14_38825	coenzyme PQQ synthesis protein PqqA	56	52	53	54	38	58	1.0	1.0	1.0	0.9845689925902057	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3464203	3464203	3462683	3462683	-	-	PA14_38840	NAD+ dependent acetaldehyde dehydrogenase	80	150	108	94	94	88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.870841830488264	1.0	1.0	1.0	1.0	1.0	1.0
	3464727	3464290		-	exaB	PA14_38850	cytochrome c550	3	3	4	4	3	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9531098971916475	1.0	1.0	1.0	1.0	1.0	1.0
	3465040	3466911		+	exaA	PA14_38860	quinoprotein alcohol dehydrogenase	5	5	8	7	4	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3466965	3467612		+	-	PA14_38880	hypothetical protein	4	2	4	3	4	3	1.0	1.0	1.0	1.0	0.6534136475058789	0.6845825815374822	1.0	1.0	1.0	1.0	1.0	0.1910155121120877	1.0	1.0	1.0
	3468316	3467639		-	-	PA14_38900	two-component response regulator	7	5	8	5	7	7	1.0	1.0	0.5493985697944322	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3468979	3468329		-	-	PA14_38910	sensor kinase	10	7	9	6	6	7	0.8317244128595593	1.0	0.2766821581243768	0.18980708159460605	0.5520539900880174	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
